Species	001-00-54-1A_CP05063_L001_taxonomic	001-00-54-2A_CP05063_L001_taxonomic	001-0001-1_CP05063_L001_taxonomic	001-0002-1_CP05063_L001_taxonomic	001-0003-1_CP05063_L001_taxonomic	001-0006-1_CP05063_L001_taxonomic	001-0007-1_CP05063_L001_taxonomic	001-0009-1_CP05063_L001_taxonomic	001-0010-1_CP05063_L001_taxonomic	001-0012-1_CP05063_L001_taxonomic	001-0013-1_CP05063_L001_taxonomic	001-0014-1_CP05063_L001_taxonomic	001-0015-1_CP05063_L001_taxonomic	001-0016-1_CP05063_L001_taxonomic	001-0017-1_CP05063_L001_taxonomic	001-0018-1A_CP05063_L001_taxonomic	001-0018-2A_CP05063_L001_taxonomic	001-0018-3A_CP05063_L001_taxonomic	001-0019-1A_CP05063_L001_taxonomic	001-0019-2A_CP05063_L001_taxonomic	001-0019-3A_CP05063_L001_taxonomic	001-0020-1A_CP05063_L001_taxonomic	001-0020-2A_CP05063_L001_taxonomic	001-0020-3A_CP05063_L001_taxonomic	001-0021-1A_CP05063_L001_taxonomic	001-0021-2A_CP05063_L001_taxonomic	001-0021-3A_CP05063_L001_taxonomic	001-0025-1A_CP05063_L001_taxonomic	001-0025-2A_CP05063_L001_taxonomic	001-0025-3A_CP05063_L001_taxonomic	001-0026-1A_CP05063_L001_taxonomic	001-0026-2A_CP05063_L001_taxonomic	001-0026-3A_CP05063_L001_taxonomic	001-0027-1A_CP05063_L001_taxonomic	001-0027-2A_CP05063_L001_taxonomic	001-0027-3A_CP05063_L001_taxonomic	001-0030-1A_CP05063_L001_taxonomic	001-0031-1A_CP05063_L001_taxonomic	001-0031-2A_CP05063_L001_taxonomic	001-0031-3A_CP05063_L001_taxonomic	001-0032-1A_CP05063_L001_taxonomic	001-0032-2A_CP05063_L001_taxonomic	001-0032-3A_CP05063_L001_taxonomic	001-0033-1A_CP05063_L001_taxonomic	001-0033-2A_CP05063_L001_taxonomic	001-0033-3A_CP05063_L001_taxonomic	001-0034-1A_CP05063_L001_taxonomic	001-0034-2A_CP05063_L001_taxonomic	001-0034-3A_CP05063_L001_taxonomic	001-0035-1A_CP05063_L001_taxonomic	001-0035-2A_CP05063_L001_taxonomic	001-0035-3A_CP05063_L001_taxonomic	001-0036-1A_CP05063_L001_taxonomic	001-0037-1A_CP05063_L001_taxonomic	001-0040-1A_CP05063_L001_taxonomic	001-0040-2A_CP05063_L001_taxonomic	001-0040-3A_CP05063_L001_taxonomic	001-0041-1A_CP05063_L001_taxonomic	001-0041-2A_CP05063_L001_taxonomic	001-0041-3A_CP05063_L001_taxonomic	001-0042-1A_CP05063_L001_taxonomic	001-0042-2A_CP05063_L001_taxonomic	001-0042-3A_CP05063_L001_taxonomic	001-0043-1A_CP05063_L001_taxonomic	001-0043-2A_CP05063_L001_taxonomic	001-0043-3A_CP05063_L001_taxonomic	001-0044-1A_CP05063_L001_taxonomic	001-0044-2A_CP05063_L001_taxonomic	001-0044-3A_CP05063_L001_taxonomic	001-0045-1A_CP05063_L001_taxonomic	001-0045-2A_CP05063_L001_taxonomic	001-0045-3A_CP05063_L001_taxonomic	001-0046-1A_CP05063_L001_taxonomic	001-0046-2A_CP05063_L001_taxonomic	001-0046-3A_CP05063_L001_taxonomic	001-0047-1A_CP05063_L001_taxonomic	001-0047-2A_CP05063_L001_taxonomic	001-0048-1A_CP05063_L001_taxonomic	001-0048-2A_CP05063_L001_taxonomic	001-0049-1A_CP05063_L001_taxonomic	001-0049-2A_CP05063_L001_taxonomic	001-0050-1A_CP05063_L001_taxonomic	001-0050-3A_CP05063_L001_taxonomic	kingdom	phylum	class	order	family	genus	species	strain
Candidatus_Parachristensenella_avicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.00073	0.05883	0.0	0.0	0.0	0.04846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Candidatus_Parachristensenella	Candidatus_Parachristensenella_avicola	
Catenibacillus_scindens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.03905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03466	0.03282	0.02707	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.00543	0.0035	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catenibacillus	Catenibacillus_scindens	
Christensenella_sp_Marseille_P3954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01118	0.0046	0.00194	0.0	0.0	0.0	0.02157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_sp_Marseille_P3954	
Raoultibacter_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01549	0.00418	0.00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter_massiliensis	
GGB9453_SGB14845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05962	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9453	GGB9453_SGB14845	
GGB9719_SGB15272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04282	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01004	0.01152	0.14538	0.21857	0.17662	0.01113	0.06294	0.05	0.0	0.0	0.0	0.0	0.25241	0.11456	0.03709	0.0	0.0	0.0	0.09526	0.08926	0.07755	0.0	0.0	0.0	0.30522	0.01879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01445	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9719	GGB9719_SGB15272	
Duodenibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Duodenibacillus	Duodenibacillus_massiliensis	
GGB9766_SGB15383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02644	0.0	0.0	0.0	0.0	0.0	0.0	0.01321	0.0029	0.00636	0.02562	0.0	0.02631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	CFGB38642	OFGB38642	FGB38642	GGB9766	GGB9766_SGB15383	
Christensenella_minuta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.01147	0.0	0.0	0.02352	0.00782	0.0	0.0	0.0	0.0	0.06767	0.04091	0.10311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.00764	0.0	0.00064	0.00071	0.00465	0.0132	0.0031	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12193	0.0	0.00607	0.07455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04439	0.0116	0.08556	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_minuta	
GGB3614_SGB4886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32138	0.01441	0.17553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	CFGB72926	OFGB72926	FGB72926	GGB3614	GGB3614_SGB4886	
GGB9197_SGB14136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	CFGB2889	OFGB2889	FGB2889	GGB9197	GGB9197_SGB14136	
Oscillospiraceae_unclassified_SGB15256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Oscillospiraceae_unclassified_SGB15256	
Christensenella_hongkongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.02122	0.01166	0.05695	0.04176	0.0	0.01371	0.02537	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.00137	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_hongkongensis	
GGB9239_SGB14181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.01586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	CFGB2918	OFGB2918	FGB2918	GGB9239	GGB9239_SGB14181	
Lachnospiraceae_bacterium_2_1_46FAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_2_1_46FAA	
Streptococcus_pasteurianus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pasteurianus	
Lactonifactor_sp_BIOML_A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02496	0.00225	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor_sp_BIOML_A6	
GGB3619_SGB4894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07978	0.00072	0.03955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00288	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09598	0.0	0.15468	0.0	0.0	0.0	0.0	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	GGB3619	GGB3619_SGB4894	
Enterocloster_asparagiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01022	0.0	0.0	0.00138	0.0	0.0	0.03854	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02235	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_asparagiformis	
Streptococcus_sp_F0442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01971	0.0	0.00145	0.0	0.0	0.0	0.00403	0.01741	0.03348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp_F0442	
Anaerostipes_rhamnosivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes_rhamnosivorans	
Prevotella_buccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_buccae	
Enterobacter_asburiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_asburiae	
Dialister_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister_hominis	
GGB3612_SGB4882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.00385	0.01439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.02084	0.0	0.0	0.0	0.0	2.37533	0.05603	0.05306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16596	0.0	Bacteria	Firmicutes	CFGB72924	OFGB72924	FGB72924	GGB3612	GGB3612_SGB4882	
Anaerofilum_sp_BX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.00125	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerofilum	Anaerofilum_sp_BX8	
Pseudoflavonifractor_gallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.00423	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor_gallinarum	
Actinomyces_SGB17157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.00187	0.02022	0.00223	0.0	0.0	0.0	0.0	0.02614	0.00432	0.01459	0.0	0.02624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.00464	0.06681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04827	0.03282	0.01883	0.12009	0.0	0.0	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_SGB17157	
Intestinimonas_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.21289	0.04507	0.09245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.03826	0.00495	0.03287	0.00135	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.05692	0.13142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_massiliensis	
